Table V9.0,fnGetKeys.Key,fnGetKeys.Description,fnGetKeys.Duplicates,fnGetKeys.Activity code
DCLVATSPA,DVS2,EECNUM,Yes,
DCLVATSPA,DVS3,TAXTYP+DCLDAT,Yes,
DCLVATSPA,DVS4,INDLNK,Yes,
DCLVATSPA,DVS5,TAXTYP+CRN+TYP+NUM,Yes,
DCLVATSPA,DVS6,COD347+CRN,Yes,
DCLVATSPA,DVS7,ACCNUM,Yes,
DEB,DEB0,CPY+DEBDAT+FLO+VCRTYP+VCRNUM+VCRLIN,No,
DEB,DEB1,CPY+VCRTYP+VCRNUM+VCRLIN+FLO,Yes,
DEB,DEB2,CPY+DEBDAT+FLO+DEBLIN,No,
DEBPAR,DER0,EECNUMDEB,No,
DEBREGNAT,DRN0,LEG+CRY+GRP+MVT,No,
DEFVAL,DVA0,OBC+PARAM,No,
DEPREC,DEP0,AASREF+DPRPLN+FIYENDDAT+PERENDDAT,No,
DEPREC,DEP2,DPM+CPY,Yes,
DEPREC,DEP3,CPY+DPRPLN+AASREF+FIYENDDAT+PERENDDAT,No,
DEPREC,DEP5,AASREF+DPRPLN+FIYENDDAT+PERSTRDAT,No,
DEPREC,DEP6,DEPSTA+CPY+CNX+FIYENDDAT+PERENDDAT,Yes,
DEPREC,DEP7,FLGDEV+CPY+CNX+FIYENDDAT+PERENDDAT+DPRPLN,Yes,
DEPREC,DEP8,CPY+FLGLNKDEV+CNX+FIYENDDAT+PERENDDAT,Yes,LNK
DEPREC,DEP9,CPY+DPRPLN+FLGPSTLNK+FIYENDDAT+PERENDDAT,Yes,LNK
DEPREC,DEPA,CPY+DPRPLN+PERSTRDAT+PERENDDAT+FLGDEV,Yes,
DEPRECARC,DEP0,AASREF+DPRPLN+EVT+TIMSTP+FIYENDDAT+PERENDDAT,No,
DEPSIMU,DPS0,AASREF+DPRPLN+FIYENDDAT+PERSTRDAT,No,
DEPSIMU,DPS1,CPY+CNX,Yes,
DIAHOU,DIH0,NUM,No,
DIETRS,DTR0,ABRFIC+DTRTYP+DTRNUM+DTRTNU+DTRLIN,No,
DIETRS,DTR1,ABRFIC+DTRTYP+DTRNUM+DTRTNU+DIE,No,
DIETRSXX,DTR0,ABRFIC+DTRTYP+DTRNUM+DTRTNU+DTRLIN,No,
DKSDATA,DKD0,KEYCODE+DOCTYP+DOCNUM,No,
DKSDATA,DKD1,KEYCODE+DKSDOCNUM,Yes,
DKSDATAFRA,DKF0,KEYCODE+ORIDOC+DOCTYP+DOCNUM+LIN,No,
DKSJAV,DKJ0,KEYCODE,No,
DKSKEY,DKK0,KEYCODE+KEYVER,No,
DKSLOG,DKL0,KEYCODE+DOCTYP+DOCNUM,No,
DOOBPCINT,DBI0,BPCNUM,No,
DOOBPCLNK,DBL0,DOONUM+BPCNUM,No,
DOOBPCLNK,DBL1,DOONUM,Yes,
DOOBPCLNK,DBL2,BPCNUM,Yes,
DPRMOD,DPM0,DPM+CPY,No,
DPRMOD,DPM1,STDDPMNUM,Yes,
DPRMOD,DPM2,DPRMODTYP+CPY+DPM,No,
DPRMOD,DPM3,STDDPM,No,
DPRMODOPT,DMO0,STDDPM+CPY+NUMDPM,No,
DPRMODRAT,DMR0,DPM+CPY+NUM,No,
DUDLNK,DLN0,NUM,No,
DUDLNK,DLN1,NUMDUD1+NUMDUD2,Yes,
DUDLNK,DLN2,NUMDUD2,Yes,
ECCNEND,EVE0,REF+TIMSTP,No,
ECCNEND,EVE1,REF+TIMSTPO+TIMSTP,No,
ECCNEND,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ECCNREV,EVE0,REF+TIMSTP,No,
ECCNREV,EVE1,REF+TIMSTPO+TIMSTP,No,
ECCNREV,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ECCSTA,ECS0,ITMREF+ECCVALMAJ,No,
ECCSTA,ECS1,ITMREF+ECCSTA-ECCVALMAJ,No,
ECCVAL,EVL1,ITMREF+ECCVALMAJ+ECCVALMIN+ECCTYP,No,
ECCVAL,EVL0,ITMREF+ECCSEQ+ECCTYP,No,
EDIBPRCPY,EBC0,BPRNUM+CPY+PARCOD,No,
EDIBPRCPYD,EBCD0,BPRNUM+CPY+PARCOD+NUMLIN,No,
EDIBPRCPYD,EBCD1,BPRNUM+CPY+PARCOD+SORT,No,
EDIBPRCPYD,EBCD2,BPRNUM+CPY+PARCOD+CATTYP+CATACT,No,
EDIBPRCPYD,EBCD3,BPRNUM+CPY+PARCOD+CATCOD+CATACT,No,
EDIBPRPAR,EBP0,BPATYP+BPANUM+BPAADD+PARCOD,No,
EDIBPRPAR,EBP1,PARCOD+BPATYP+BPANUM+BPAADD,No,
EDICAT,ECA0,CATCOD,No,
EDICATD,ECAD0,CATCOD+NUMLIN,No,
EDICATD,ECAD1,CATCOD+SORT,No,
EDICATK,ECAK0,CATCOD+NUMLIN,No,
EDICATK,ECAK1,CATCOD+SORT,No,
EDICATK,ECAK2,CATCOD+CODE,No,
EDICATL,ECAL0,CATCOD+NUMLIN,No,
EDICATL,ECAL1,CATCOD+SORT,No,
EDICATL,ECAL2,CATCOD+CODE,No,
EDICPYPAR,ECP0,CPY+PARCOD,No,
EDIFCYPAR,EFP0,FCY+PARCOD,No,
EDIFLO,EFL0,FLOCOD+FLOREL,No,
EDIFLOD,EFLD0,FLOCOD+FLOREL+NUMLIN,No,
EDIFLOD,EFLD1,FLOCOD+FLOREL+SORT,Yes,
EDIFRM,EDM0,MES+BAN+GRP+OCC+ORDNUM+SEG+SEGOCC+LIG,No,
EDIMSG,EMS0,MSGCOD+MSGREL,No,
EDIMSGA,EMSA0,MSGCOD+MSGREL+NUMLIN,No,
EDIMSGA,EMSA1,MSGCOD+MSGREL+SORT,No,
EDIMSGA,EMSA2,MSGCOD+MSGREL+CODE,No,
EDIMSGD,EMSD0,MSGCOD+MSGREL+NUMLIN,No,
EDIMSGD,EMSD1,MSGCOD+MSGREL+SORT,Yes,
EDIPAR,EDP0,MES+BAN+GRP+ORDNUM,No,
EDIPARTNER,EPR0,PARCOD,No,
EDIPARTNERD,EPRD0,PARCOD+NUMLIN,No,
EDIPARTNERD,EPRD1,PARCOD+SORT,No,
EDIPARTNERD,EPRD2,PARCOD+CATCOD+CATACT,No,
EDIPARTNERD,EPRD3,PARCOD+CATTYP,Yes,
EDIPTC,EPT0,PTCCOD,No,
EDIPTCD,EPTD0,PTCCOD+NUMLIN,No,
EDIPTCD,EPTD1,PTCCOD+SORT,Yes,
EDIRUN,EDR0,NUM,No,
EDIRUND,EDRD0,NUM+NUMLIN,No,
EDIRUND,EDRD1,NUM+SORT,No,
EDISEG,EDS0,SEG+LIG,No,
EDISEQFIL,ESF0,MSGCOD+MSGREL+MSGFILNOR,No,
EDISEQFILD,ESFD0,MSGCOD+MSGREL+MSGFILNOR+NUMLIN,No,
EDISEQFILD,ESFD1,MSGCOD+MSGREL+MSGFILNOR+SORT,Yes,
EDISEQFILF,ESFF0,MSGCOD+MSGREL+MSGFILNOR+NUMLIN,No,
EDISEQFILF,ESFF1,MSGCOD+MSGREL+MSGFILNOR+SORT,Yes,
EDISTO,EST0,NUMBATCH+KEYDOC,No,
EDISTOC,ESTC0,NUMBATCH+KEYDOC+NUMLIN,No,
EDISTOE,ESTE0,NUMBATCH+KEYDOC+NUMLIN,No,
EDISTOE,ESTE1,NUMBATCH+KEYDOC+SORT,Yes,
EDISTOF,ESTF0,NUMBATCH+KEYDOC+FLOCOD+FLOREL+NUMLIN,No,
EDISTOF,ESTF1,NUMBATCH+KEYDOC+FLOCOD+FLOREL+SORT,Yes,
EDISTOJ,ESTJ0,NUMBATCH+KEYDOC+NUMLIN,No,
EDISTOJ,ESTJ1,NUMBATCH+KEYDOC+SORT,Yes,
EDISTOU,ESTU0,NUMBATCH+KEYDOC+NUMLIN,No,
EDISTOU,ESTU1,NUMBATCH+KEYDOC+SORT,Yes,
EDISTOU,ESTU2,NUMBATCH+KEYDOC+CODE,No,
EDITMPDOC,ETC0,NUMBATCH+DOCID,No,EDIX3
EDITMPDOC,ETC1,NUMBATCH+FLOCOD+FLOREL,Yes,
EDITMPLOG,EDL0,NUMBATCH+DOCID+CATTYP+SORT,No,
EDITMPLOG,EDL1,NUMBATCH,Yes,
EDITMPLOG,EDL2,DOCID,Yes,
EDITMPLOG,EDL3,NUMBATCH+DOCID+CATTYP+FLOSTP+SORT,No,
EDITRBK,EBK0,BAN+CHK+NUMLIN,No,
EDITRBK,EBK1,BAN+NUMLIN,No,
EDITRKDOC,EDK0,DOCID+CATTYP+NUMLIN,No,
EDITRKDOC,EDK1,FLOCOD+FLOREL+CPY+FCY+BPRNUM+BPAADD,Yes,
EDITRKDOC,EDK2,DOCID+CATTYP+FLOCOD+FLOREL,Yes,
EDITRKDOC,EDK3,FLOCOD+FLOREL+DOCID,Yes,
EDTDADSU,EDU0,REFSND,Yes,
EDTDADSU,EDU1,REFSND+NUMLIN,No,
EDTDADSU,EDU2,GRP,Yes,
EDTTDS,ETD0,SIREN+CRN+RECTYP+NUMLIN+NUM,No,
EFASACT,EVE0,REF+TIMSTP,No,
EFASACT,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASACT,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASAFFAGE,EVE0,REF+TIMSTP,No,
EFASAFFAGE,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASAFFAGE,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCCN,EVE0,REF+TIMSTP,No,
EFASCCN,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCCN,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCCNAGE,EVE0,REF+TIMSTP,No,
EFASCCNAGE,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCCNAGE,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCCNCNL,EVE0,REF+TIMSTP,No,
EFASCCNCNL,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCCNCNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCCNISS,EVE0,REF+TIMSTP,No,
EFASCCNISS,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCCNISS,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCFS,EVE0,REF+TIMSTP,No,
EFASCFS,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCFS,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCHGIMP,EVE0,REF+TIMSTP,No,
EFASCHGIMP,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCHGIMP,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCHGPPL,EVE0,REF+TIMSTP,No,
EFASCHGPPL,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCHGPPL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCNL,EVE0,REF+TIMSTP,No,
EFASCNL,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASCRT,EVE0,REF+TIMSTP,No,
EFASCRT,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASCRT,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASIML,EVE0,REF+TIMSTP,No,
EFASIML,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASIML,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASISS,EVE0,REF+TIMSTP,No,
EFASISS,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASISS,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASLNKCNL,EVE0,REF+TIMSTP,No,
EFASLNKCNL,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASLNKCNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASMTC,EVE0,REF+TIMSTP,No,
EFASMTC,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASMTC,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASPLMDR,EVE0,REF+TIMSTP,No,
EFASPLMDR,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASPLMDR,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASREEVAL,EVE0,REF+TIMSTP,No,
EFASREEVAL,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASREEVAL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASRNW,EVE0,REF+TIMSTP,No,
EFASRNW,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASRNW,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASRNWCNL,EVE0,REF+TIMSTP,No,
EFASRNWCNL,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASRNWCNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASRUCRT,EVE0,REF+TIMSTP,No,
EFASRUCRT,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASRUCRT,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASRURST,EVE0,REF+TIMSTP,No,
EFASRURST,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASRURST,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASRUSTP,EVE0,REF+TIMSTP,No,
EFASRUSTP,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASRUSTP,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EFASVATREG,EVE0,REF+TIMSTP,No,
EFASVATREG,EVE1,REF+TIMSTPO+TIMSTP,No,
EFASVATREG,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EGRTCASH,EVE0,REF+TIMSTP,No,
EGRTCASH,EVE1,REF+TIMSTPO+TIMSTP,No,
EGRTCASH,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EGRTCNL,EVE0,REF+TIMSTP,No,
EGRTCNL,EVE1,REF+TIMSTPO+TIMSTP,No,
EGRTCNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EGRTCRB,EVE0,REF+TIMSTP,No,
EGRTCRB,EVE1,REF+TIMSTPO+TIMSTP,No,
EGRTCRB,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EGRTCRT,EVE0,REF+TIMSTP,No,
EGRTCRT,EVE1,REF+TIMSTPO+TIMSTP,No,
EGRTCRT,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELEAACTU,EVE0,REF+TIMSTP,No,
ELEAACTU,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEAACTU,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELEACNL,EVE0,REF+TIMSTP,No,
ELEACNL,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEACNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELEACRT,EVE0,REF+TIMSTP,No,
ELEACRT,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEACRT,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELEAEND,EVE0,REF+TIMSTP,No,
ELEAEND,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEAEND,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELEAPAY,EVE0,REF+TIMSTP,No,
ELEAPAY,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEAPAY,EVE2,CPTFLG+DPRPLN+FSTMTHDAT+CPY+FCY+REF,Yes,
ELEARPU,EVE0,REF+TIMSTP,No,
ELEARPU,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEARPU,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELEATRM,EVE0,REF+TIMSTP,No,
ELEATRM,EVE1,REF+TIMSTPO+TIMSTP,No,
ELEATRM,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELOFCIM,EVE0,REF+TIMSTP,No,
ELOFCIM,EVE1,REF+TIMSTPO+TIMSTP,No,
ELOFCIM,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELOFCNL,EVE0,REF+TIMSTP,No,
ELOFCNL,EVE1,REF+TIMSTPO+TIMSTP,No,
ELOFCNL,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ELOFVATREG,EVE0,REF+TIMSTP,No,
ELOFVATREG,EVE1,REF+TIMSTPO+TIMSTP,No,
ELOFVATREG,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EMODELE,EVE0,REF+TIMSTP,No,
EMODELE,EVE1,REF+TIMSTPO+TIMSTP,No,
EMODELE,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ENTITE,ENT0,ENT,No,
ENVELOPPE,ENV0,ENV,No,
ENVFIY,ENF0,ENV+FIYNUM,No,
ENVFIY,ENF1,ENV,Yes,
EPHYAFFGEO,EVE0,REF+TIMSTP,No,
EPHYAFFGEO,EVE1,REF+TIMSTPO+TIMSTP,No,
EPHYAFFGEO,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EPHYAFFGEO,EVE3,REF+EVTDAT,Yes,
EPHYCRT,EVE0,REF+TIMSTP,No,
EPHYCRT,EVE1,REF+TIMSTPO+TIMSTP,No,
EPHYCRT,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
EPHYISS,EVE0,REF+TIMSTP,No,
EPHYISS,EVE1,REF+TIMSTPO+TIMSTP,No,
EPHYISS,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,Yes,
ESCSRE,ECE0,ESCCOD,No,
ESCSRE,ECE1,SRENUM+ESCDAT,Yes,
ESCSRE,ECE2,SREASS+SREDET,Yes,
EURSRVDCL,ESH0,CPY+ENDDAT+BPR+EECNUM,No,
EURSRVDCL,ESH1,CPY+STRDAT+ENDDAT+EECNUM+BPR,No,
EURSRVDCLD,ESD0,CPY+ENDDAT+BPR+EECNUM+ACCNUM,No,
EVEFAS,,,,
EVEGRT,,,,
EVELEA,,,,
EVELOF,,,,
EVENTTRNP,EVT0,TRNNUM+EVTNUM,No,
EXKWORD,EKW0,KEYWRD,No,
EXPARAM,EXM0,AXI+INDPF,No,
EXPENSES,EXS0,CLB+DATEXS+NBREXS,No,
EXPENSES,EXS1,ACCNUM,No,
EXPENSES,EXS2,CPY+CUR+FCY+DATEXS,Yes,
EXPENSES,EXS3,VCRTYP+VCRNUM+ACCNUM,No,
EXPENSESH,EXH0,CLB,No,
FACGROUP,FGR0,CPY+FCY,No,
FACGROUP,FGR1,FCY+CPY,No,
FACILITY,FCY0,FCY,No,
FACILITY,FCY1,LEGCPY+FCY,No,
FACTOR,FCT0,FCTCOD,No,
FACTOR,FCT1,FCTNAM,Yes,
FAEPAR,FAE0,IDT,No,
FAMPB,PBL0,NUM,No,
FAMPB,PBL1,NUM+PAEGRPNUM,No,
FAMPB,PBL2,SUT,Yes,
FAMPBQUE,PBQ0,GRPPBLNUM,Yes,
FAMPBQUE,PBQ1,QUENUM,Yes,
FAMPBQUE,PBQ2,GRPPBLNUM+QUENUM,No,
FAMPBREP,PBR2,GRPPBLNUM,Yes,
FAMPBREP,PBR1,REPNUM,Yes,
FAMPBREP,PBR0,GRPPBLNUM+REPNUM,No,
FASFAM,FAM0,FAMREF,No,
FIEDIC,FID0,CRITAB+CAT,No,
FIEDICFIE,FDF0,CRITAB+SELCRIFIE+CAT,No,
FILTDS,FTD0,GRP+NUMREC,No,
FILTDS,FTD1,GRP,Yes,
FISCALYEAR,FIY0,CPY+LEDTYP+FIYNUM,No,
FISCALYEAR,FIY1,CPY+LEDTYP,Yes,
FISCYEAR,FIY0,CPY+CNX+DATSTRFIY,No,
FISCYEAR,FIY1,CPY+CNX+STAFIY,Yes,
FISCYEAR,FIY2,CPY+CNX+DATENDFIY,No,
FRECST,FCS0,FCSCOD,No,
FREFLD,FRF0,OBJ+CPY,No,
FRTCLS,FRT0,FRTCLS+LEG,No,
FRTCLS,FRT1,LEG+FRTCLS,No,
FRTCOMCOD,FCC0,COMTYP+COMCOD,No,
FRTCOMCOD,FCC1,COMCOD+COMTYP,No,
FRTCOMCOD,FCC3,COMCOD,Yes,
FUP,FUP0,NUMEDT+LAN+TRI+GRPCRI,Yes,
FUP,FUP1,NUMEDT+LAN+GRPCRI+LEVFUP,Yes,
FUP,FUP2,TYP+NUM+LIG,Yes,
FUP,FUP3,FUPMOD,Yes,
FUP,FUP4,BPRFUP+ADD+FCY,Yes,
FUP,FUP5,NUMEDT+ACCNUM+DUDLIG+NUMCOP,No,
FUP,FUP6,NUMEDT+GRPCRI,Yes,
FUP,FUP7,DST,Yes,
FUPGRP,FGP0,GRP,No,
FUPTXT,FPT0,LAN+GRP+TYPTXT+LEVFUP,No,
FXBLOB,ABB0,CODBLB+IDENT1+IDENT2+IDENT3,No,
FXDASSETS,FAS0,AASREF,No,
FXDASSETS,FAS1,CPY+AASREF,No,
FXDASSETS,FAS2,CPY+FCY+AASREF,No,
FXDASSETS,FAS3,SET,Yes,
FXDASSETS,FAS5,CMP,Yes,
FXDASSETS,FAS4,PROPLN+AASREF,Yes,
FXDASSETS,FAS7,CPY+ENAFAS,Yes,
FXDASSETS,FAS8,CCNREF+RNWDAT+AASREF,No,CCN
FXDASSETS,FAS9,CCNACTCOD+CPY+AASREF,No,CCN
FXDASSETS,FAS10,KPSEPLN+CPY+AASREF,No,PSE
FXDASSETS,FAS11,CMPSTA+AASREF,No,
FXDASSETS,FAS12,LEAREF,Yes,LEA
FXDLIFL,FLU0,AASREF+DPRPLN+TYP+FIYSTRDAT+PERSTRDAT+TXSCAT+FCY,No,
FXDLIFL,FLU1,CODTXS+TXSCAT,Yes,
FXDLIFL,FLU2,CPY+CNX+FLGSTATXS+FIYSTRDAT,Yes,
FXDLOFGRP,LFG0,GRPREF,No,
FXDLOFGRP,LFG1,CPY+GRPREF,No,
FXDMVT,FXM0,IDMVT,No,
FXDMVT,FXM1,OBJMVT+REF1MVT+REF2MVT+SEQMVT+TYPMVT,No,
FXDMVT,FXM2,OBJMVT+TYPMVT+REF1MVT+REF2MVT+SEQMVT,Yes,
FXDMVTD,FXD0,IDMVT+CODZONE+DIME+DPRPLN,No,
GACCAUZ,GCA0,COA+ACCDEB+ACCCDT,No,
GACCCLS,CLS0,LEG+CLSCOD,No,
GACCCODE,CAC0,TYP+ACCCOD+COA,No,
GACCCODE,CAC1,TYP+ACCCOD,Yes,
GACCCODE,CAC2,COA+TYP+ACCCOD,No,
GACCCODLIG,CCL0,TYP+NUMLIG,No,
GACCDEF,GCF0,COAORI+COADEN+COASTR,No,
GACCDENCOD,CDA0,COD+LEG,No,
GACCDIM,GCD0,COA+LIN,No,
GACCDUDATE,DUD0,TYP+NUM+LIG+DUDLIG,No,
GACCDUDATE,DUD1,ACCNUM+DUDLIG,No,
GACCDUDATE,DUD2,SOINUM+ACCNUM+DUDLIG,No,
GACCDUDATE,DUD3,FLGCLE+FCY+BPRPAY+DUDDAT,Yes,
GACCDUDATE,DUD4,BPR+SOINUM+ACCNUM+DUDLIG,No,
GACCDUDATE,DUD5,BPRPAY+SOINUM+ACCNUM+DUDLIG,No,
GACCDUDATE,DUD6,FLGCLE+ACCNUM+DUDLIG,No,
GACCDUDATE,DUD7,BPRPAY+BPR+NUMDUD,No,
GACCDUDATE,DUD8,NUMDUD,No,
GACCDUDATE,DUD9,BPR+BPAPAY+NUMDUD,No,
GACCENTRY,HAE0,TYP+NUM,No,
GACCENTRY,HAE1,JOU+ACCDAT+TYP+NUM,No,
GACCENTRY,HAE2,REFSIM+TYP+NUM,No,
GACCENTRY,HAE3,DACDIA+TYP-NUM,No,
GACCENTRY,HAE4,ACCDAT+TYP+NUM,No,KIT
GACCENTRY,HAE5,REFINT,Yes,KIT
GACCENTRYA,DAA0,TYP+NUM+LIN+LEDTYP+ANALIN,No,
GACCENTRYA,DAA1,CPY+FCYLIN+COA+ACC+BPR+ACCDAT+ACCNUM+ANALIN,No,
GACCENTRYA,DAA2,TYP+NUM+LIN+ANALIN+LEDTYP,No,
GACCENTRYA,DAA3,ACCNUMDOE+ACCNUM+ANALIN+CPY+FCYLIN+ACCDAT,No,KRU
GACCENTRYD,DAE0,TYP+NUM+LIN+LEDTYP,No,
GACCENTRYD,DAE1,CPY+FCYLIN+LEDTYP+ACC+BPR+ACCDAT+ACCNUM,No,
GACCENTRYD,DAE2,ACCNUM,No,
GACCENTRYD,DAE3,LEDTYP+ACC+BPR+CPY+ACCDAT+ACCNUM,No,
GACCENTRYD,DAE4,LEDTYP+BPR+CPY+ACCDAT+ACCNUM,No,
GACCENTRYD,DAE5,CPY+FCYLIN+LEDTYP+BPR+ACCDAT+ACCNUM,No,
GACCENTRYD,DAE6,LEDTYP+ACC+BPR+MTC+TYP+NUM+LIN+ACCNUM,No,
GACCENTRYD,DAE7,TYP+NUM+IDTLIN+LEDTYP+LIN,No,
GACCFIX,GAF0,COD,No,
GACCFIYENA,FYA0,CUR+CPY+LEDTYP+FCY+GRP+ACC+BPR+LIG+ANALIG,No,
GACCFIYENA,FYA1,FCY+CPY+LEDTYP+CUR+GRP+ACC+BPR+LIG+ANALIG,No,
GACCFIYEND,FYD0,CUR+CPY+LEDTYP+FCY+GRP+ACC+BPR+LIG,No,
GACCFIYEND,FYD1,FCY+CPY+LEDTYP+CUR+GRP+ACC+BPR+LIG,No,
GACCGRUPYM,GRY0,PYM+GRU+LIN,No,
GACCGRUPYM,GRY1,PYM+LEV+GRU+LIN,No,
GACCGRUPYM,GRY2,PYM+SBBGRU,Yes,
GACCGRUPYM,GRY4,PYM+GRU,Yes,
GACCGRUPYM,GRY5,PYM+ACC,Yes,
GACCINTCPY,GIC0,NUM,No,
GACCINTCPYA,GIA0,NUM+LIN+ANALIN,No,
GACCINTCPYD,GID0,NUM+LIN,No,
GACCOUNT,GAC0,COA+ACC,No,
GACCOUNT,GAC1,COA+ACCSHO,Yes,
GACCPYM,GYM0,PYM,No,
GACCPYM,GYM1,COA+PYM,No,
GACCPYMLIK,GYK0,PYM+LEV+ACC,No,
GACCPYMPRT,GYP0,COA+PYM+ACC,No,
GACCTMP,HAT0,TYP+NUM,No,
GACCTMP,HAT1,NUMPCE,Yes,
GACCTMPA,AAT0,TYP+NUM+LIN+LEDTYP+ANALIN,No,
GACCTMPD,DAT0,TYP+NUM+LIN+LEDTYP,No,
GACCTMPD,DAT1,ACCNUM,No,
GACCTMPD,DAT2,CODAUTACE+LEDTYP+CRIMTC+ACCNUM,No,
GACCTMPD,DAT3,TYP+NUM+IDTLIN+LEDTYP+LIN,No,
GACM,GCM0,GCM,No,
GAJOUSTA,JST0,CPY+JOU,No,
GAPARBSE,PBS0,COA+NUMCOD+ACCSTR,No,
GAPARDUM,PDM0,COA+COD+NUMLIN,No,
GAPARDUM,PDM1,COA+COD,Yes,
GAUTACE,GAU0,COD,No,
GAUTACED,GAD0,COD+LINNUM,No,
GAUTACEF,GAG0,COD+LINNUM+FLD,No,
GAUTRCTMP,GTT0,VCRNUM+LIN+LINCODACE+NUMORD,No,
GAUTRCTMP,GTT1,CODACE+VCRNUM+UIDUSR+LIN+SUMKEY+NUMORD,No,
GAUTRCTMP,GTT2,UIDUSR,Yes,
GAUTRCVCR,GAT0,ACCNUM+NUMORD,No,
GAUTRCVCR,GAT1,VCRTYP+VCRNUM,Yes,
GAUTRCVCR,GAT2,ACCNUM,Yes,
GBAGSCR,GBS0,FLGHIS+COD,No,
GCACCOA,GCO0,COD,No,
GCCEGRUPYM,CRY0,PYM+GRU+LIN,No,
