Table V9.0,fnGetKeys.Key,fnGetKeys.Description,fnGetKeys.Duplicates,fnGetKeys.Activity code
PITDEB,PDB0,BPR+ITMREF+PBL,No,
PITDEBD,PBD0,BPR+ITMREF+PBL+PBDLIN,No,
PIVOTS,PIT0,ID,No,
PIVZON,PIZ0,ID+LIN,No,
PIVZON,PIZ1,ID+CODFIC+CODZONE,No,
PIWRK,SKW0,PRONUM+LEV,No,
PIWRK,SKW1,CREUSR+CREDAT+PRONUM+LEV,No,
PLGMKG,PLG0,CMGNUM,Yes,
PLGMKG,PLG1,CLSNUM,Yes,
PLGMKG,PLG2,CLSNUM+SSS,Yes,
PLGOPG,PLO0,OPGNUM,Yes,
PLGOPG,PLO1,CLSNUM,Yes,
PLGOPG,PLO2,CMGNUM+OPGNUM+SSS,Yes,
PLMDEFVAL,PDV0,ID+CODFIC+CODZONE,No,
PLMPAR,PPA0,ID,No,
POOL,POO0,POO+LIN,No,
PORDER,POH0,POHNUM,No,
PORDER,POH1,BPSNUM+ORDDAT+POHNUM,No,
PORDER,POH2,ORDDAT+POHNUM,No,
PORDERC,POC0,POHNUM+POPLIN,No,
PORDERC,POC1,POHNUM+ITMREF+PRHFCY,No,
PORDERC,POC2,ITMREF+BETFCY+STRDAT,Yes,
PORDERP,POP0,POHNUM+POPLIN+POPSEQ,No,
PORDERP,POP1,POHNUM+POPLIN+POPDAT,No,
PORDERP,POP2,PRHFCY+POHNUM+POPLIN,Yes,
PORDERP,POP3,ITMREF+POHTYP,Yes,
PORDERQ,POQ0,POHNUM+POPLIN+POQSEQ,No,
PORDERQ,POQ1,LININVFLG+WIPSTA+BPSINV+ITMREF+POHNUM,Yes,
PORDERQ,POQ2,LINCLEFLG+WIPSTA+PRHFCY+BPSNUM+POHNUM,Yes,
PORDERQ,POQ3,POHNUM+POQLNK,No,
PORDERQ,POQ4,VCRTYPORI+VCRNUMORI+VCRLINORI+VCRSEQORI+ITMREFORI,Yes,
PORDITM,POI0,USR+NOLIG,No,
PORDITM,POI1,USR+POILIN,No,
POSCOD,POS0,CRY+POSCOD+POSCTY+POSCTYCOD,No,
POSCOD,POS1,CRY+POSCTY+POSCOD,Yes,
POSCOD,POS2,CRY+POSCTYSEA+POSCOD,Yes,
PPREASON,PPR0,PRIREN,No,
PPRICCONF,PPC0,PLI,No,
PPRICCONF,PPC1,PLIENAFLG+PLITYP+PIO+PLI,No,
PPRICFICH,PPF0,PLI+PLICRD,No,
PPRICLINK,PPK0,CLE,No,
PPRICLIST,PPL0,PLI+PLICRD+PLILIN,No,
PPRICLIST,PPL1,PLI+PLICRI+PLISTRDAT,Yes,
PPRICLIST,PPL2,PLI+PLICRI1+PLISTRDAT,Yes,
PPRICLIST,PPL3,PLI+PLICRI2+PLISTRDAT,Yes,
PPRIVARWRK,PPV,PID,Yes,
PQUOTAT,PQH0,PQHNUM,No,
PQUOTAT,PQH1,PQHDAT+PQHNUM,No,
PQUOTATD,PQD0,PQHNUM+PQDLIN,No,
PQUOTATD,PQD1,PQHNUM+ITMREF,Yes,
PQUOTATF,PQF0,PQHNUM+BPSNUM,No,
PQUOTATF,PQF1,BPSNUM+PQHNUM,No,
PRECEIPT,PTH0,PTHNUM,No,
PRECEIPT,PTH1,BPSNDE,Yes,
PRECEIPT,PTH2,BPSNUM+RCPDAT,Yes,
PRECEIPT,PTH3,RCPDAT+PTHNUM,No,
PRECEIPT,PTH4,CPY+EECNUMDEB+RCPDAT,Yes,DEB
PRECEIPTD,PTD0,PTHNUM+PTDLIN,No,
PRECEIPTD,PTD1,LININVFLG+BPSINV+ITMREF+PTHNUM+PTDLIN,No,
PRECEIPTD,PTD2,POHNUM+POPLIN+POQSEQ+PTHNUM+PTDLIN,No,
PRECEIPTD,PTD3,PRHFCY+BPSNUM+ITMREF+PTHNUM+PTDLIN,No,
PREQUIS,PSH0,PSHNUM,No,
PREQUIS,PSH1,PSHFCY+PSHNUM,No,
PREQUIS,PSH2,PRQDAT+PSHNUM,No,
PREQUIS,PSH3,PSHNUMMMS+PSHNUM,No,MMS
PREQUISA,PSA0,PSHNUM+PSDLIN+PQHNUM+PQDLIN,No,
PREQUISA,PSA1,PQHNUM+PQDLIN+PSHNUM+PSDLIN,No,
PREQUISD,PSD0,PSHNUM+PSDLIN,No,
PREQUISD,PSD1,LINORDFLG+ITMREF+EXTRCPDAT+PSHNUM+PSDLIN,Yes,
PREQUISD,PSD2,LINORDFLG+LINBUY+EXTORDDAT,Yes,
PREQUISD,PSD3,PSDNUMMMS+PSHNUM+PSDLIN,No,MMS
PREQUISO,PSO0,PSHNUM+PSDLIN+POHNUM+POPLIN+POQSEQ,No,
PREQUISO,PSO1,POHNUM+POPLIN+POQSEQ+PSHNUM+PSDLIN,No,
PREREPORT,PPP0,NUM+TYPOBJ+CUR,No,
PRESP,PPH0,BPSNUM+PQHNUM+PQDLIN,No,
PRESP,PPH1,ITMREF+BPSNUM+PQHNUM,Yes,
PRESP,PPH2,BPSNUM+ITMREF+PQHNUM,Yes,
PRESPD,PPD0,BPSNUM+PQHNUM+PQDLIN+PPDLIN,No,
PRESPD,PPD1,BPSNUM+PQHNUM+ITMREF+PPDLIN,Yes,
PRESTCOV,PCO0,CONNUM+TPL+MACNUM+TYPSVC,Yes,
PRETURN,PNH0,PNHNUM,No,
PRETURN,PNH1,BPSNUM+RTNDAT,Yes,
PRETURN,PNH2,RTNDAT+PNHNUM,No,
PRETURN,PNH3,CPY+EECNUMDEB+RTNDAT,Yes,DEB
PRETURND,PND0,PNHNUM+PNDLIN,No,
PRETURND,PND1,PTHNUM+PTDLIN,Yes,
PRETURND,PND2,LININVFLG+BPSINV+ITMREF+PNHNUM+PNDLIN,No,
PRETURND,PND3,POHNUM+POPLIN+POQSEQ,Yes,
PRICSTRUCT,PRS0,BPCBPS+PLISTC,No,
PRJFAS,PJF0,PRJ+LIG,No,
PRJLOT,PJL0,PRJ+LOT,No,
PRMDADSU,PRM0,CPY,No,
PROJET,PRJ0,PRJ,No,
PROPLN,PPL0,PROPLN+FIYENDDAT+PERENDDAT,No,
PROPLNH,PPH0,PROPLN,No,
PROPLNH,PPH1,CPY+PROPLN,No,
PROPLNH,PPH2,CPY+FCY+PROPLN,No,
PROPLNH,PPH3,CPY+CNX,Yes,
PROROG,PRO0,NUM,Yes,
PROROGPCE,PRP0,ACCNUM,No,
PROROGPCE,PRP1,NUM+ACCNUM,No,
PRTSCRWRK,PSW0,CREUSR+PRONUM+PRONUMSEQ+RECCOD+RECSEQ,No,
PSEPLN,PSE0,CPY+PSEPLN,No,
PURTRS,PTR0,PTRTYP+PTRNUM,No,
PURTRS,PTR1,PTRNUM+PTRTYP,No,
PVCRFOOT,PVF0,VCRNUM+VCRTYP+IND,No,
PVCRFOOT,PVF1,VCRTYP+VCRNUM+IND,No,
PVCRFOOT,PVF2,NUM+VCRTYP+VCRNUM+IND,No,
PVCRVAT,PVV0,VCRNUM+VCRTYP+IND,No,
PVCRVAT,PVV1,VCRTYP+VCRNUM+IND,No,
PVCRVAT,PVV2,NUM+VCRTYP+VCRNUM+IND,No,
PWRKORDERS,PWO0,PRONUM+CODFNC+LINNUM+WIPTYP+WIPNUM+PSDLIN,No,
PWRKPND,PWR0,PRONUM+PNHNUM+PNDLIN,No,
PWRKPNH,PWE0,PRONUM+PNHNUM,No,
PWRKPNH,PWE1,PRONUM+CPY+PNHFCY+BPSINV+CUR+PNHNUM,No,
PWRKPOC,PWC0,PRONUM+POHNUM+POPLIN,No,
PWRKPOP,PWP0,PRONUM+POHNUM+POPLIN+POPSEQ,No,
PWRKPOQ,PWQ0,TYPORI+POHNUM+POPLIN+POQSEQ,No,
PWRKPQF,PWF0,PRONUM+BPSNUM,No,
PWRKPTD,PWD0,PRONUM+PTHNUM+PTDLIN,No,
PWRKPTH,PWH0,PRONUM+PTHNUM,No,
PWRKPTH,PWH1,PRONUM+CPY+PRHFCY+BPSINV+CUR+PTHNUM,No,
PWRKSTT,PWS0,PRONUM+CODFNC+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+TRSTYP,No,
PYHCAS,PCH1,REGNUM+ACCNUM+REGLIN,Yes,
PYHCAS,PCH2,NUMPCH,Yes,
PYHCAS,PCH3,REGNUM+RVSACCNUM+REGLIN,Yes,
PYRAPAR,PYRA0,ID,No,
QLYCRD,QLC0,QLYCRD+NUMLIN,No,
QLYCRD,QLC1,QLYCRDDES+NUMLIN,Yes,
QLYCRD,QLC2,SEQ+QLYCRD+NUMLIN,No,
QLYCRDASW,QLA0,QLYCTLDEM+VCRLIN+CRDSEQ+QSTNUM,No,
QLYCRDNQA,NQA0,COD+NQA+CODSMP,No,
QLYCRDQST,QLQ0,QSTNUM,No,
QLYWRK,QLW0,PRONUM+LINNUM+QSTNUM,No,
QUEUE,QUE0,NUM,No,
QURCRI,QCR0,QURNUM+PPLORD,Yes,
QURCRI,QCR1,QURNUM+PPLORD+CRINUM,No,
QURCRI,QCR2,QURNUM+CRICND,Yes,
QURCRIVAL,QCV0,QURNUM+PPLORD+CRINUM,Yes,
QURCRIVAL,QCV1,QURNUM+PPLORD+CRINUM+CRIVALNUM,No,
QUREXTRACT,QTX0,QURNUM,Yes,
QURTMP,QTP0,QURNUM+PPLORD+CRINUM+KEYTGR,Yes,
QURTMP,QTP1,QURNUM+PPLORD+KEYTGR,Yes,
QURTMP,QTP2,KEYTGR,Yes,
QURTMP,QTP3,QURNUM+PPLORD+CRINUM+WKGTAB+KEYREC,Yes,
RBKBELDET,RBD0,RBKNUM+RBKLIN,No,
RBKBELDET,RBD1,FRMNUM,Yes,
RBKBELDUD,RBU0,RBKNUM+RBKLIN+LIN,No,
RBKBELDUD,RBU1,DUDNUM+DUDLIG,Yes,
RBKBELHEA,RBH0,RBKNUM,No,
RBKBELHEA,RBH1,ACCNUM,No,
RBKBELTMP,RBW0,RBKNUM+RBKLIN+LIN,No,
RBKBELTMP,RBW1,DUDNUM+DUDLIG,Yes,
RBKRUBBEL,RRB0,RUB,No,
RCRINVOICE,RCH0,RCRNUM,No,
RCRINVOICE,RCH1,RCRTYP+NUM,Yes,
REACHPAR,RPA0,ID,No,
RELBANK,RBK0,BAN+RBKNUM+RECTYP+RBKLIN,No,
RELBANK,RBK1,BAN+RECTYP+OPEDAT+RBKNUM+RBKLIN,No,
RELBANK,RBK2,BAN+RBKNUM,Yes,
RELBANK,RBK3,BAN+NUMRBK,No,
RELBANK,RBK4,NUMRBK,No,
RELBANKREM,CRR0,BAN+RBKNUM+RBKLIN+REMNUM,No,
RELMT940,RLT0,FILNUM+TRFNUM+SEQNUM,No,
RELMT940,RLT1,BAN+FILNUM,Yes,
RELMT940,RLT2,BAN+FILNUM+TRFNUM+SEQNUM,No,
RELMT940,RLT3,BAN+TRFNUM+SEQNUM,Yes,
RELMT940D,RLD0,FILNUM+TRFNUM+SEQNUM+LIN,No,
RELMT940D,RLD1,BAN+FILNUM,Yes,
REPLINDEF,RLI0,LEG+RECTYP+COD,No,
REPLINDEF,RLI1,LEG+RECTYP,Yes,
REPLINDEF,RLI2,COD,Yes,
REPSEC,RSE0,BPCNUM+REPNUM,No,
REPSEC,RSE1,BPCNUM,Yes,
RESOURCES,RSS0,NUM,No,
RESRES,RRS0,NUM,No,
RESRES,RRS1,RRSORI+RRSORIVCR,Yes,
RITCUM,,,,
RITDUD,,,,
RITENZIONE,RTZ0,RITCOD,No,
RITHIS,RTH0,PAYNUM+PIHNUM+RITCOD,No,
RITMVT,RTM0,BPR+RITCOD+CPY+ANN,No,
RNWPREP,RWP0,CPY+FCY+RNWAASREF+MOTHAASREF,No,
RNWPREP,RWP1,CPY+MOTHAASREF,No,
RNWPREP,RWP2,CPY+FCY+CCNREF+RNWAASREF,Yes,
RNWPREP,RWP3,RNWDONFLG,Yes,
ROUOPE,ROO0,FCY+ITMREF+ROUALT+OPENUM+RPLIND,No,
ROUOPE,ROO1,FCY+VALENDDAT,Yes,
ROUOPE,ROO2,FCY+WST,Yes,
ROUOPE,ROO3,FCY+LABWST,Yes,
ROUOPE,ROO4,FCY+STDOPENUM,Yes,
ROUOPESTD,ROT0,STDOPENUM+FCY,No,
ROUOPESTD,ROT1,FCY+STDOPENUM,No,
ROUSCD,ROS0,FCY+ITMREF+ROUALT+OPENUM,No,
ROUSCD,ROS1,FCY+ITMREF+ROUALT+NEXOPENUM,Yes,
ROUTING,ROH0,ITMREF+ROUALT+FCY,No,
ROUTING,ROH1,FCY+ITMREF+ROUALT,No,
RPLWST,RPW0,WST+WCRFCY,No,
RPTDS,RDS0,CRYCOD+LAN,No,
RSLINESGER1,RSLG1,USERID,Yes,
RSLINESGER1,RSLG2,USERID+GEREECNUM+TRNTYP,No,
RSLINESGER2,RSLG2,USERID,Yes,
RSLINESGER2,RSLG3,USERID+GEREECNUM+TRNTYP,Yes,
RUBASSDEF,RDE0,REFOBJ+DETAAS+ACM+CPY,No,
RUBASSDEF,RDE1,NUMASS,No,
RUBASSDEFP,RDP0,REFOBJ+DETAAS+ACM+CPY+DPRPLN,No,
RUBASSDEFP,RDP1,NUMASS+DPRPLN,No,
RUBASSVAL,RVA1,REFOBJ+DETAAS+ACM+CPY+VALDETAAS,No,
RUBASSVAL,RVA0,NUMASS+VALDETAAS,No,
RUBASSVAL,RVA2,REFOBJ+DETAAS+ACM+CPY,Yes,
RUBASSVALP,RVP0,NUMASS+VALDETAAS+DPRPLN,No,
RUBASSVALP,RVP1,REFOBJ+DETAAS+ACM+CPY+VALDETAAS+DPRPLN,No,
RVACOED,COD0,RVACOEREF+CLETAB,No,
RVACOED,COD1,RVANAT+YEA+MON,Yes,
RVACOEH,COH0,RVACOEREF,No,
RVACOEH,COH1,CPY+RVACOEREF,No,
RVACOEH,COH2,RVACOEREF+CRITDAT+CRITNAT,No,
SAFTPTTMP1,SAFTP0,COD+EECNUM,No,
SAITRS,HST0,REFOBJ+TRSCOD,No,
SAITRSDET,DST0,REFOBJ+TRSCOD+NUMMSK+CODMSK+CODZON,No,
SAITRSDET,DST1,REFOBJ+TRSCOD+CODMSK,Yes,
SAITRSDET,DST2,CODMSK,Yes,
SAITRSDET,DST3,BROMSK,Yes,
SAITRSDET,DST4,NUMMSK,Yes,
SALESREP,REP0,REPNUM,No,
SALESREP,REP1,AUSNUM,Yes,
SALESTAX,STB0,PID+VAT,Yes,
SALESTAX,STB1,VCRNUM+VCRTYP+VAT+PID,Yes,
SALTRS,SLT0,STRTYP+STRNUM,No,
SALTRS,SLT1,STRNUM+STRTYP,No,
SBGEO,SBG0,BPRNUM,Yes,
SBGEO,SBG1,CRY+ARACOD,Yes,
SBGEO,SBG2,BPRNUM+CRY+ARACOD,No,
SBODLINK,SPK0,CLE,No,
SBPBL,SBP0,BPRNUM,Yes,
SBPBL,SBP1,PBL,Yes,
SBPBL,SBP2,BPRNUM+PBL,No,
SCALES,SLE0,SLE+FCY,No,
SCALES,SLE1,FCY+SLE,No,
SCHEDULING,SCH0,MFGNUM+OPENUM+OPESPLNUM,No,
SCHGD,SGD0,VCRNUM+VCRLIN,No,
SCHGH,SGH0,VCRNUM,No,
SCHGH,SGH1,SIHNUM+VCRNUM,No,
SCMAPAR,SZP0,ID,No,
SCMDPAR,SDP0,ID,No,
SCOHEAD,SCO0,SCONUM,No,
SCOHEAD,SCO1,MFGFCY+SCOTRKFLG,Yes,
SCOHEAD,SCO2,MTOREF,Yes,
SCOITM,SCI0,SCONUM+SCILIN,No,
SCOITM,SCI1,VCRTYPORI+VCRNUMORI+VCRLINORI+VCRSEQORI,Yes,
SCOITM,SCI2,POHNUM+POPLIN+POQSEQ,Yes,
SCOMAT,SCM0,SCONUM+SCILIN+SCMLIN,No,
SCOMAT,SCM1,STOFCY+DLVDAT,Yes,
SCOMAT,SCM2,STOFCY+PIO+DLVDAT,Yes,
SCOMAT,SCM3,ITMREF+BOMALT+BOMSEQ+CPNITMREF,Yes,
SCOMAT,SCM4,POHNUM+POPLIN+POQSEQ,Yes,
SCOSRV,SCS0,SCONUM+SCILIN+SCSLIN,No,
SCOSRV,SCS1,POHNUM+POPLIN+POQSEQ,Yes,
SCOSRV,SCS2,ITMREF+BOMALT+BOMSEQ+SRVITMREF,Yes,
SCOTRK,SCK0,SCONUM+SCILIN+SCSLIN+SCMLIN+PTHNUM+PTDLIN,No,
SCOTRK,SCK1,PTHNUM+PTDLIN+SCONUM+SCILIN+SCSLIN+SCMLIN,No,
SCOTRK,SCK2,POHNUM+POPLIN+POQSEQ,Yes,
SCPASW,SCA0,CLL+SCP+QST,No,
SCPQST,SCQ0,SCPNUM+QSTNUM,No,
SCPQSTCND,SQC0,SCPNUM+QSTNUM+CNDNUM,Yes,
SCPQSTCND,SQC1,SCPNUM+NEXQST,Yes,
SCPQSTCND,SQC2,SCPNUM+QSTNUM+CND,Yes,
SCRIPT,SCP0,SCPNUM,No,
SDELIVERY,SDH0,SDHNUM,No,
SDELIVERY,SDH1,BPCORD+BPAADD+DLVDAT,Yes,
SDELIVERY,SDH2,DLVDAT+SDHNUM,No,
SDELIVERY,SDH3,INVFLG+CFMFLG+SALFCY+BPCINV,Yes,
SDELIVERY,SDH4,CPY+EECNUMDEB+DLVDAT,Yes,DEB
SDELIVERYD,SDD0,SDHNUM+SDDLIN,No,
SDELIVERYD,SDD1,SOHNUM+SOPLIN+SOQSEQ,Yes,
SDELIVERYD,SDD2,ITMREF+SHIDAT+SDHNUM,Yes,
SDELIVERYD,SDD3,BPCORD+BPAADD+ITMREF,Yes,
SDELIVERYD,SDD4,SDHNUM-SDDLIN,Yes,
SEARESULT,LUP0,OBJNUM,Yes,
SEARESULT,LUP1,RESNUM,Yes,
SEARESULT,LUP2,SSS,Yes,
SEARESULT,LUP3,OBJNUM+SSS,No,
SEASON,SES0,SESCOD,No,
SEAUTH,SEU0,VCRTYP+VCRNUM+VCRSEQ,No,
SEAUTH,SEU1,TXNID,Yes,
SEAUTH,SEU2,SOHNUM,Yes,
SEAUTH,SEU3,SDHNUM,Yes,
SEAUTH,SEU4,SIHNUM,Yes,
SEAUTH,SEU5,BPCNUM+ACCNCKNAM,Yes,
SEBPC,SEB0,BPCNUM+ACCNCKNAM,No,
SECACT,SEA0,CPY+SAC,No,
SECPST,SPT0,SPTNUM,No,
SECPSTSEL,SPS0,SPSNUM+SPSLIN,No,
SELCMG,SEC0,OPGNUM+SELTBL,Yes,
SELCMGLIS,SCL0,OPGNUM+RECTYP,Yes,
SELCMGLIS,SCL1,OPGNUM+RECTYP+RECNUM,Yes,
SELCMGLIS,SCL2,OPGNUM+RECTYP+RECNUM+BPRNUM,Yes,
SELSSP,SSP0,SPTNUM,No,
SELSSP,SSP1,SPTTGR+SPTNUM,Yes,
SELSSPCPN,SSC0,SPTNUM+SPTLEV,Yes,
SELSSPCPN,SSC1,SPTNUM+SPTTAB,No,
SENTENCES,RSY0,RSY,No,
SEPAR,SEP0,JAVSRV,No,
SEPRC,SER0,PRCCOD,No,
SERREQUEST,SRE0,SRENUM,No,
SERREQUEST,SRE1,CREDAT,Yes,
SERREQUEST,SRE2,CREDAT+SRENUM,No,
SERREQUEST,SRE3,SREBPC,Yes,
SERREQUEST,SRE4,SRECCN,Yes,
SERREQUEST,SRE5,SREBPC+SRENUMBPC,Yes,
SERREQUEST,SRE6,SOLNUM,Yes,
SERREQUEST,SRE7,SREORI+SREORIVCR+SREORIVCRL,Yes,
SERREQUEST,SRE8,SRERESDAT+SRERESHOU+SREASS+SRENUM,No,
SETMAC,SEM0,SETNUM+ITMREF,No,
SETMACCPN,SEN0,SETNUM+ITMREF+TPYFLG,Yes,
SETXN,SEX0,TXNDATTIM+REQRSP+TXNID,Yes,
SETXN,SEX1,REF2+TXNDATTIM+REQRSP,Yes,
SFANAPAR,SFA0,ID,No,
SFOOTINV,SFI0,SFINUM,No,
SHIPMENT,SHH0,SHIPNUM,No,
SHIPMENTD,SHD0,SHIPNUM+SHIPLIN,No,
SHIPMENTD,SHD1,SHIPNUM+CTRNUM+SHIPLIN,No,
SHIPMENTD,SHD2,POHNUM+POPLIN+POQSEQ,Yes,
SINCDET,SND0,COD+CODLIN,No,
SINCENT,SNE0,COD,No,
SINVOICE,SIH0,NUM,No,
SINVOICE,SIH1,BPR+BPRVCR,Yes,
SINVOICE,SIH2,GTE+NUM,No,
SINVOICE,SIH3,ACCDAT+BPR,Yes,
SINVOICE,SIH4,BPRFCT+FCTVCR+FCTVCRFLG,Yes,FCT
SINVOICE,SIH5,CUR+BPR+NUM,No,SVC
SINVOICE,SIH6,STA+ORIMOD+INVTYP+NUM,Yes,
SINVOICE,SIH7,CPY+EECNUMDEB+ACCDAT,Yes,DEB
SINVOICE,SIH8,RCRNUM+RCRDAT,Yes,
SINVOICE,SIH9,BVRREFNUM,Yes,KSW
SINVOICED,SID0,NUM+SIDLIN,No,
SINVOICED,SID1,BPCINV+SALFCY+NUM+SIDLIN,No,
SINVOICED,SID2,SOHNUM+CREDAT+NUM,Yes,
SINVOICED,SID3,SDHNUM+SDDLIN,Yes,
SINVOICED,SID4,CONNUM,Yes,
SINVOICED,SID5,SRHNUM,Yes,
SINVOICEP,,,,
SINVOICEV,SIV0,NUM,No,
SINVOICEV,SIV1,SIHORI+SIHORINUM,Yes,
SINVOICEV,SIV2,INVTYP+NUM,No,
SIPARJOU,,,,
SIPARVAC,,,,
SIPARVACB,,,,
SIPARX3,,,,
SITRACAR,,,,
SITRACOD,,,,
SITRAWRK,,,,
SIWRKX3,,,,
SLOTMD,SLD0,VCRNUM+VCRLIN,No,
SLOTMH,SLH0,VCRNUM,No,
SMVTD,SMD0,VCRTYP+VCRNUM+VCRLIN,No,
SMVTDVAL,SMV0,VCRTYP+VCRNUM+VCRLIN,No,
SMVTH,SMH0,VCRTYP+VCRNUM,No,
SMVTH,SMH1,VCRTYP+IPTDAT+VCRNUM,No,
SOI,SOI0,SOINUM,No,
SOI,SOI1,FWDSOI,Yes,
SOI,SOI2,CPY+FCY+BPR+SOIDAT+SOINUM,No,
SOI,SOI3,CPY+BPR+CUR+SOINUM,No,
SOI,SOI4,TYPSOI+NUMSOI+SOINUM,No,
SOLRESULT,SOR0,SOLNUM,Yes,
SOLRESULT,SOR1,NUM,Yes,
SOLRESULT,SOR2,SSS,Yes,
SOLRESULT,SOR3,SOLNUM+SSS+TYP,No,
SOLUTION,SOL0,NUM,No,
SOLUTION,SOL1,SRENUM,Yes,
SORDER,SOH0,SOHNUM,No,
SORDER,SOH1,BPCORD+CUSORDREF,Yes,
SORDER,SOH2,CUSORDREF+BPCORD,Yes,
SORDER,SOH3,ORDSTA+BPCORD,Yes,
SORDER,SOH4,ORDSTA+SOHNUM,No,
SORDER,SOH5,ORDSTA+INVSTA+SOHCAT,Yes,
SORDERC,SOC0,SOHNUM+SOPLIN,No,
SORDERC,SOC1,BPCORD+BPAADD+ITMREF,Yes,
SORDERC,SOC2,CUSORDREF+BPCORD+BPAADD+ITMREFBPC,No,
SORDERP,SOP0,SOHNUM+SOPLIN+SOPSEQ,No,
SORDERP,SOP1,BPCORD+BPAADD+ITMREF+ENDDAT,Yes,
SORDERP,SOP2,SOQSTA+SOHCAT+STOFCY+BPCORD+BPAADD,Yes,
SORDERP,SOP3,SOHNUM+SOPLIN,Yes,
SORDERP,SOP4,SOQSTA+SOHCAT+SALFCY+BPCINV,Yes,
SORDERQ,SOQ0,SOHNUM+SOPLIN+SOQSEQ,No,
SORDERQ,SOQ1,STOFCY+SHIDAT+BPCORD+BPAADD+ITMREF,Yes,
SORDERQ,SOQ2,ITMREF+SHIDAT,Yes,
SORDERQ,SOQ3,SOQSTA+SHIDAT+DLVPIOCMP+SOHNUM+SOPLIN+SOQSEQ,No,
SORDERQ,SOQ4,SOQSTA+SOHCAT+STOFCY+BPCORD+BPAADD,Yes,
SORDERQ,SOQ6,SHIDAT+SOHNUM+SOPLIN+SOQSEQ,No,
SPACK,SPH0,VCRTYP+VCRNUM+PACNUM+PACSEQ,No,
SPACK,SPH1,VCRTYP+VCRNUM+SCCCOD,Yes,
SPACKD,SPD0,VCRTYP+VCRNUM+VCRLIN+PACNUM+PACIND+PACSEQ+VCRSEQ,No,
SPACKD,SPD1,VCRTYP+VCRNUM+PACSEQ+VCRLIN+PACNUM+PACIND+VCRSEQ,No,
SPACKD,SPD2,VCRTYP+VCRNUM+VCRLIN+PACNUM+PACIND+VCRSEQ+PACSEQ,No,
SPACKD,SPD3,VCRTYP+VCRNUM+PACNUM+PACSEQ,Yes,
SPPRTCONF,SPP0,COD,No,
SPREASON,SPR0,PRIREN,No,
SPRICCONF,SPC0,PLI,No,
SPRICCONF,SPC1,PLIENAFLG+PLITYP+PIO+PLI,No,
SPRICFICH,SPF0,PLI+PLICRD,No,
SPRICINCR,SPI0,PLI+PLICRD+PLILIN,No,
SPRICLINK,SPK0,CLE,No,
SPRICLIST,SPL0,PLI+PLICRD+PLILIN,No,
SPRICLIST,SPL1,PLI+PLICRI+PLISTRDAT,Yes,
SPRICLIST,SPL2,PLI+PLICRI1+PLISTRDAT,Yes,
SPRICLIST,SPL3,PLI+PLICRI2+PLISTRDAT,Yes,
SPRICLIST,SPL4,PLI+PLICRI1+PLICRI2+PLICRI3+PLICRI4+PLICRI5,Yes,
SPRICPRTQ,SPQ0,COD+BPCORD+ITMREF+SPQLIN,No,
SPRICPRTQ,SPQ1,COD+ITMREF+BPCORD+SPQLIN,No,
SQUOTE,SQH0,SQHNUM,No,
SQUOTE,SQH1,BPCORD+CUSQUOREF,Yes,
SQUOTED,SQD0,SQHNUM+SQDLIN,No,
SQUOTED,SQD1,ORDFLG+SALFCY+BPCORD,Yes,
SREMAC,SRM1,SRENUM+MACNUM,No,
SREMACCPN,SRN0,SRENUM+MACNUM+TPYFLG,Yes,
SRESAT,SRS0,SRENUM,Yes,
SRESTAT,SST0,USR,Yes,
SRETEMPL,SET0,SETNUM,No,
SRETURN,SRH0,SRHNUM,No,
SRETURN,SRH1,SDHNUM,Yes,
SRETURN,SRH2,CPY+EECNUMDEB+RTNDAT,Yes,DEB
SRETURN,SRH3,RTNDAT+SRHNUM,No,
SRETURND,SRD0,SRHNUM+SRDLIN,No,
SRETURND,SRD1,SDHNUM+SDDLIN,Yes,
SRETURND,SRD2,SIHNUM+RTNCNOFLG,Yes,
STAT,SAT0,COD+CPY+FCY+DAT+CRI1+CRI2+CRI3+CRI4+CRI5+CRI6+CRI7+CRI8,No,
STATION,STX0,STI,No,
STATIONBOX,SBX0,BOX+FCY,No,
STATIONBOX,SBX1,STI+BOX,Yes,
STATPRV,SAP0,COD+CPY+FCY+DAT+CRI1+CRI2+CRI3+CRI4+CRI5+CRI6+CRI7+CRI8,No,
STJTMP,SJT0,ENTCOD+CPY+KEY1+KEY2+KEY3+KEY4+KEY5+STOFCY+UPDCOD+ITMREF+IPTDAT-MVTSEQ-MVTIND,No,
STKMVTADJ,SMA0,VCRNUM+VCRLIN+VCRTYP+STOFCY+VCRNUMREG+VCRLINREG+VCRTYPREG+ITMREF+LOT+SLO,No,
STKMVTADJ,SMA1,LLC+NUM,No,
STKMVTITC,SMI0,ITCSTRDAT+ITMREF+STOFCY+CSTTYP,No,
STKREGWRK,SRW0,VCRNUM+VCRLIN+VCRTYP+CREMVTSEQ+CPY+ITMREF+LOT+SLO,No,
STKTRS,SRT0,SRTTYP+SRTNUM,No,
STKTRS,SRT1,SRTNUM+SRTTYP,No,
STOACCPAR,SAC0,PRODAT,No,
STOALL,STA0,STOFCY+ITMREF+STOCOU+SEQ,No,
STOALL,STA1,VCRTYP+VCRNUM+VCRLIN+VCRSEQ+STOCOU,Yes,
STOALL,STA2,ITMREF+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+ALLTYP+STOFCY,Yes,
